county,candidate,votes
LINCOLN,MITT ROMNEY/PAUL RYAN,7455
LINCOLN,BARACK OBAMA/JOE BIDEN,7563
LINCOLN,VIRGIL GOODE/JIM CLYMER,37
LINCOLN,GARY JOHNSON/JAMES P. GRAY,90
LINCOLN,"GLORIA LA RIVA/FILBERTO RAMIREZ, JR.",1
LINCOLN,JERRY WHITE/PHYLLIS SCHERRER,3
LINCOLN,JILL STEIN/BEN MANSKI,35
LINCOLN,ROSS C. ROCKY ANDERSON/LUIS J. RODRIGUEZ (WRITE-IN),0
LINCOLN,ROSEANNE BARR/CINDY LEE SHEEHAN (WRITE IN),0
LINCOLN,SCATTERING,32
MANITOWOC,MITT ROMNEY/PAUL RYAN,21604
MANITOWOC,BARACK OBAMA/JOE BIDEN,20403
MANITOWOC,VIRGIL GOODE/JIM CLYMER,111
MANITOWOC,GARY JOHNSON/JAMES P. GRAY,300
MANITOWOC,"GLORIA LA RIVA/FILBERTO RAMIREZ, JR.",7
MANITOWOC,JERRY WHITE/PHYLLIS SCHERRER,5
MANITOWOC,JILL STEIN/BEN MANSKI,102
MANITOWOC,ROSS C. ROCKY ANDERSON/LUIS J. RODRIGUEZ (WRITE-IN),1
MANITOWOC,ROSEANNE BARR/CINDY LEE SHEEHAN (WRITE IN),2
MANITOWOC,SCATTERING,82
MARATHON,MITT ROMNEY/PAUL RYAN,36617
MARATHON,BARACK OBAMA/JOE BIDEN,32363
MARATHON,VIRGIL GOODE/JIM CLYMER,126
MARATHON,GARY JOHNSON/JAMES P. GRAY,421
MARATHON,"GLORIA LA RIVA/FILBERTO RAMIREZ, JR.",6
MARATHON,JERRY WHITE/PHYLLIS SCHERRER,15
MARATHON,JILL STEIN/BEN MANSKI,175
MARATHON,ROSS C. ROCKY ANDERSON/LUIS J. RODRIGUEZ (WRITE-IN),1
MARATHON,ROSEANNE BARR/CINDY LEE SHEEHAN (WRITE IN),3
MARATHON,SCATTERING,135
MARINETTE,MITT ROMNEY/PAUL RYAN,10619
MARINETTE,BARACK OBAMA/JOE BIDEN,9882
MARINETTE,VIRGIL GOODE/JIM CLYMER,38
MARINETTE,GARY JOHNSON/JAMES P. GRAY,141
MARINETTE,"GLORIA LA RIVA/FILBERTO RAMIREZ, JR.",4
MARINETTE,JERRY WHITE/PHYLLIS SCHERRER,4
MARINETTE,JILL STEIN/BEN MANSKI,51
MARINETTE,ROSS C. ROCKY ANDERSON/LUIS J. RODRIGUEZ (WRITE-IN),0
MARINETTE,ROSEANNE BARR/CINDY LEE SHEEHAN (WRITE IN),0
MARINETTE,SCATTERING,38
MARQUETTE,MITT ROMNEY/PAUL RYAN,3992
MARQUETTE,BARACK OBAMA/JOE BIDEN,4014
MARQUETTE,VIRGIL GOODE/JIM CLYMER,17
MARQUETTE,GARY JOHNSON/JAMES P. GRAY,43
MARQUETTE,"GLORIA LA RIVA/FILBERTO RAMIREZ, JR.",2
MARQUETTE,JERRY WHITE/PHYLLIS SCHERRER,4
MARQUETTE,JILL STEIN/BEN MANSKI,13
MARQUETTE,ROSS C. ROCKY ANDERSON/LUIS J. RODRIGUEZ (WRITE-IN),0
MARQUETTE,ROSEANNE BARR/CINDY LEE SHEEHAN (WRITE IN),0
MARQUETTE,SCATTERING,20
MENOMINEE,MITT ROMNEY/PAUL RYAN,179
MENOMINEE,BARACK OBAMA/JOE BIDEN,1191
MENOMINEE,VIRGIL GOODE/JIM CLYMER,1
MENOMINEE,GARY JOHNSON/JAMES P. GRAY,5
MENOMINEE,"GLORIA LA RIVA/FILBERTO RAMIREZ, JR.",0
MENOMINEE,JERRY WHITE/PHYLLIS SCHERRER,0
MENOMINEE,JILL STEIN/BEN MANSKI,1
MENOMINEE,ROSS C. ROCKY ANDERSON/LUIS J. RODRIGUEZ (WRITE-IN),0
MENOMINEE,ROSEANNE BARR/CINDY LEE SHEEHAN (WRITE IN),0
MENOMINEE,SCATTERING,0
MILWAUKEE,MITT ROMNEY/PAUL RYAN,154924
