county,candidate,votes
Russell,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",22
Russell,GARY JOHNSON / JIM GRAY (I),62
Russell,JILL STEIN / CHERI HONKALA (I),17
Russell,WRITE-IN,31
Shelby,BARACK OBAMA / JOE BIDEN (D),20051
Shelby,MITT ROMNEY /PAUL RYAN (R),71436
Shelby,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",124
Shelby,GARY JOHNSON / JIM GRAY (I),725
Shelby,JILL STEIN / CHERI HONKALA (I),171
Shelby,WRITE-IN,235
St. Clair,BARACK OBAMA / JOE BIDEN (D),5801
St. Clair,MITT ROMNEY /PAUL RYAN (R),29031
St. Clair,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",59
St. Clair,GARY JOHNSON / JIM GRAY (I),201
St. Clair,JILL STEIN / CHERI HONKALA (I),56
St. Clair,WRITE-IN,87
Sumter,BARACK OBAMA / JOE BIDEN (D),5421
Sumter,MITT ROMNEY /PAUL RYAN (R),1586
Sumter,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",0
Sumter,GARY JOHNSON / JIM GRAY (I),18
Sumter,JILL STEIN / CHERI HONKALA (I),2
Sumter,WRITE-IN,3
Talladega,BARACK OBAMA / JOE BIDEN (D),13905
Talladega,MITT ROMNEY /PAUL RYAN (R),19246
Talladega,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",51
Talladega,GARY JOHNSON / JIM GRAY (I),127
Talladega,JILL STEIN / CHERI HONKALA (I),44
Talladega,WRITE-IN,43
Tallapoosa,BARACK OBAMA / JOE BIDEN (D),6319
Tallapoosa,MITT ROMNEY /PAUL RYAN (R),12396
Tallapoosa,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",20
Tallapoosa,GARY JOHNSON / JIM GRAY (I),69
Tallapoosa,JILL STEIN / CHERI HONKALA (I),25
Tallapoosa,WRITE-IN,22
Tuscaloosa,BARACK OBAMA / JOE BIDEN (D),32048
Tuscaloosa,MITT ROMNEY /PAUL RYAN (R),45748
Tuscaloosa,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",III
Tuscaloosa,GARY JOHNSON / JIM GRAY (I),553
Tuscaloosa,JILL STEIN / CHERI HONKALA (I),130
Tuscaloosa,WRITE-IN,182
Walker,BARACK OBAMA / JOE BIDEN (D),6557
Walker,MITT ROMNEY /PAUL RYAN (R),21651
Walker,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",79
Walker,GARY JOHNSON / JIM GRAY (I),165
Walker,JILL STEIN / CHERI HONKALA (I),69
Walker,WRITE-IN,64
Washington,BARACK OBAMA / JOE BIDEN (D),2976
Washington,MITT ROMNEY /PAUL RYAN (R),5761
Washington,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",10
Washington,GARY JOHNSON / JIM GRAY (I),22
Washington,JILL STEIN / CHERI HONKALA (I),9
Washington,WRITE-IN,9
Wilcox,BARACK OBAMA / JOE BIDEN (D),4868
Wilcox,MITT ROMNEY /PAUL RYAN (R),1679
Wilcox,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",1
Wilcox,GARY JOHNSON / JIM GRAY (I),2
Wilcox,JILL STEIN / CHERI HONKALA (I),1
Wilcox,WRITE-IN,4
Winston,BARACK OBAMA / JOE BIDEN (D),1286
Winston,MITT ROMNEY /PAUL RYAN (R),8312
Winston,"VIRGIL H. GOODE, JR. / JAMES CLYMER (I)",34
Winston,GARY JOHNSON / JIM GRAY (I),57
Winston,JILL STEIN / CHERI HONKALA (I),25
Winston,WRITE-IN,14
